season,date,pitcher,pitcher_id,throws,team,opponent,is_home,IP,K,BF,pitches,H,BB,ER,HR,opp_k_pct,opp_k_pa
2025,2025-06-12,Sonny Gray,543243,R,STL,MIL,False,4.1,4,20,76,8,1,6,1,0.2186,2594
2025,2025-06-21,Sonny Gray,543243,R,STL,CIN,True,5.0,5,21,79,5,2,1,0,0.2314,2856
2025,2025-06-27,Sonny Gray,543243,R,STL,CLE,False,9.0,11,28,89,1,0,0,0,0.2246,2885
2025,2025-07-02,Sonny Gray,543243,R,STL,PIT,False,6.1,6,25,78,5,1,4,0,0.2333,3223
2025,2025-07-08,Sonny Gray,543243,R,STL,WSH,True,5.0,6,20,70,5,1,2,0,0.2024,3375
2025,2025-07-13,Sonny Gray,543243,R,STL,ATL,True,3.0,5,12,36,3,0,1,0,0.226,3566
2025,2025-07-19,Sonny Gray,543243,R,STL,AZ,False,3.1,5,21,66,11,0,8,2,0.2046,3779
2025,2025-07-24,Sonny Gray,543243,R,STL,SD,True,5.0,5,27,84,11,0,6,2,0.189,3793
2025,2025-07-29,Sonny Gray,543243,R,STL,MIA,True,5.0,5,23,91,8,1,3,1,0.2089,3968
2025,2025-08-04,Sonny Gray,543243,R,STL,LAD,False,7.0,8,23,90,1,1,1,1,0.2206,4302
2025,2025-08-10,Sonny Gray,543243,R,STL,CHC,True,7.0,7,26,92,5,1,1,1,0.2022,4457
2025,2025-08-16,Sonny Gray,543243,R,STL,NYY,True,5.0,7,25,88,9,2,6,2,0.2268,4686
2025,2025-08-21,Sonny Gray,543243,R,STL,TB,False,5.0,6,22,92,6,1,3,1,0.2297,4746
2025,2025-08-27,Sonny Gray,543243,R,STL,PIT,True,7.0,7,28,87,3,3,1,0,0.2338,4924
2025,2025-09-01,Sonny Gray,543243,R,STL,ATH,True,6.0,5,30,82,11,3,7,3,0.2273,5245
2025,2025-09-07,Sonny Gray,543243,R,STL,SF,True,5.1,6,22,91,2,4,3,0,0.2261,5339
2025,2025-09-13,Sonny Gray,543243,R,STL,MIL,False,5.0,8,19,95,4,1,2,0,0.2023,5681
2025,2025-09-19,Sonny Gray,543243,R,STL,MIL,True,6.0,7,27,91,9,0,1,1,0.2019,5878
2025,2025-09-24,Sonny Gray,543243,R,STL,SF,False,6.0,7,28,99,7,2,2,1,0.2284,5929
2026,2026-03-28,Sonny Gray,543243,R,BOS,CIN,False,4.0,5,20,80,6,1,3,1,0.2327,0
2026,2026-04-03,Sonny Gray,543243,R,BOS,SD,True,6.0,3,22,87,4,0,2,0,0.2383,214
2026,2026-04-08,Sonny Gray,543243,R,BOS,MIL,True,6.1,2,24,90,3,2,0,0,0.2311,437
2026,2026-04-14,Sonny Gray,543243,R,BOS,MIN,False,4.0,1,22,93,9,1,5,2,0.2427,647
2026,2026-04-20,Sonny Gray,543243,R,BOS,DET,True,2.2,2,11,40,3,1,1,0,0.2192,821
2026,2026-05-06,Sonny Gray,543243,R,BOS,DET,False,5.0,2,20,70,4,2,0,0,0.2227,1392
2026,2026-05-13,Sonny Gray,543243,R,BOS,PHI,True,6.0,6,20,78,2,1,1,1,0.2107,1585
2026,2026-05-18,Sonny Gray,543243,R,BOS,KC,False,6.0,9,24,80,5,1,1,0,0.2138,1768
2026,2026-05-24,Sonny Gray,543243,R,BOS,MIN,True,4.0,4,19,75,6,2,3,0,0.2269,1979
2026,2026-05-30,Sonny Gray,543243,R,BOS,CLE,False,6.0,7,24,92,4,3,1,0,0.1986,2205
2026,2026-06-05,Sonny Gray,543243,R,BOS,NYY,False,6.1,3,27,79,8,2,3,2,0.2309,2343
2026,2026-06-12,Sonny Gray,543243,R,BOS,TEX,True,6.0,7,23,88,5,0,1,0,0.2258,2542
2024,2024-03-29,Spencer Strider,675911,R,ATL,PHI,False,5.0,8,20,90,3,2,2,1,0.223,0
2024,2024-04-05,Spencer Strider,675911,R,ATL,AZ,True,4.0,4,22,88,7,3,5,1,0.1703,276
2025,2025-04-16,Spencer Strider,675911,R,ATL,TOR,False,5.0,5,21,97,5,1,2,1,0.1808,686
2025,2025-05-20,Spencer Strider,675911,R,ATL,WSH,False,4.1,3,19,75,6,1,4,1,0.2177,1778
2025,2025-05-27,Spencer Strider,675911,R,ATL,PHI,False,4.2,7,20,90,1,4,1,0,0.2024,2055
2025,2025-06-03,Spencer Strider,675911,R,ATL,AZ,True,5.0,4,22,85,6,2,5,3,0.1929,2276
2025,2025-06-08,Spencer Strider,675911,R,ATL,SF,False,6.0,5,25,90,3,3,3,0,0.2292,2408
2025,2025-06-14,Spencer Strider,675911,R,ATL,COL,True,6.0,13,22,87,3,1,0,0,0.2593,2530
2025,2025-06-19,Spencer Strider,675911,R,ATL,NYM,True,6.0,8,24,97,5,1,1,0,0.203,2818
2025,2025-06-24,Spencer Strider,675911,R,ATL,NYM,False,5.0,8,21,91,2,4,3,0,0.2055,2998
2025,2025-06-29,Spencer Strider,675911,R,ATL,PHI,True,7.0,4,28,95,5,3,2,0,0.2084,3167
2025,2025-07-04,Spencer Strider,675911,R,ATL,BAL,True,6.0,6,26,100,7,1,3,2,0.2372,3187
2025,2025-07-10,Spencer Strider,675911,R,ATL,ATH,False,6.2,11,27,101,5,3,3,1,0.2244,3551
2025,2025-07-18,Spencer Strider,675911,R,ATL,NYY,True,6.0,8,22,96,3,3,0,0,0.2264,3719
2025,2025-07-23,Spencer Strider,675911,R,ATL,SF,True,5.0,7,24,104,5,3,3,2,0.2268,3801
2025,2025-07-28,Spencer Strider,675911,R,ATL,KC,False,5.0,3,25,96,7,2,2,0,0.1871,3891
2025,2025-08-06,Spencer Strider,675911,R,ATL,MIL,True,4.2,6,24,94,11,1,5,2,0.2065,4315
2025,2025-08-12,Spencer Strider,675911,R,ATL,NYM,False,4.0,2,22,82,8,2,8,3,0.2133,4450
2025,2025-08-18,Spencer Strider,675911,R,ATL,CWS,True,3.0,2,19,68,10,1,7,2,0.2273,4571
2025,2025-08-25,Spencer Strider,675911,R,ATL,MIA,False,7.0,3,25,95,3,2,1,0,0.2088,4919
2025,2025-09-01,Spencer Strider,675911,R,ATL,CHC,False,5.0,1,22,88,5,3,3,1,0.2029,5224
2025,2025-09-09,Spencer Strider,675911,R,ATL,CHC,True,6.0,8,26,97,6,3,2,0,0.2035,5480
2025,2025-09-15,Spencer Strider,675911,R,ATL,WSH,False,7.0,6,25,96,4,2,1,1,0.2197,5508
2025,2025-09-21,Spencer Strider,675911,R,ATL,DET,False,5.0,6,23,101,6,3,0,0,0.2357,5830
2025,2025-09-27,Spencer Strider,675911,R,ATL,PIT,True,6.0,5,27,85,8,2,3,1,0.2366,5934
2026,2026-05-03,Spencer Strider,675911,R,ATL,COL,False,3.1,6,19,87,4,5,3,1,0.2514,1281
2026,2026-05-09,Spencer Strider,675911,R,ATL,LAD,False,6.0,8,21,91,1,2,0,0,0.2056,1464
2026,2026-05-15,Spencer Strider,675911,R,ATL,BOS,True,5.1,4,18,84,3,3,1,0,0.2255,1610
2026,2026-05-21,Spencer Strider,675911,R,ATL,MIA,False,6.1,9,24,100,4,2,3,3,0.2164,1876
2026,2026-05-26,Spencer Strider,675911,R,ATL,BOS,False,5.0,5,21,87,3,3,3,2,0.2232,1953
2026,2026-05-31,Spencer Strider,675911,R,ATL,CIN,False,5.0,8,24,90,7,2,3,0,0.2417,2176
2026,2026-06-06,Spencer Strider,675911,R,ATL,PIT,True,5.0,3,21,84,5,2,3,0,0.2344,2521
2026,2026-06-12,Spencer Strider,675911,R,ATL,NYM,False,3.0,3,17,68,6,1,7,3,0.2207,2515
2024,2024-03-30,Tanner Bibee,676440,R,CLE,ATH,False,4.0,4,22,88,6,5,3,0,0.2687,67
2024,2024-04-04,Tanner Bibee,676440,R,CLE,MIN,False,5.1,9,23,91,5,0,1,1,0.2245,196
2024,2024-04-10,Tanner Bibee,676440,R,CLE,CWS,True,4.1,2,20,84,6,3,5,1,0.2402,383
2024,2024-04-16,Tanner Bibee,676440,R,CLE,BOS,False,5.0,3,21,92,5,2,1,1,0.2672,640
2024,2024-04-21,Tanner Bibee,676440,R,CLE,ATH,True,5.2,8,25,97,5,2,2,1,0.2754,759
2024,2024-04-27,Tanner Bibee,676440,R,CLE,ATL,False,7.0,9,22,91,2,0,0,0,0.2159,945
2024,2024-05-03,Tanner Bibee,676440,R,CLE,LAA,True,5.0,4,23,91,8,1,6,2,0.244,1168
2024,2024-05-08,Tanner Bibee,676440,R,CLE,DET,True,4.0,5,18,82,5,0,4,0,0.2409,1353
2024,2024-05-13,Tanner Bibee,676440,R,CLE,TEX,False,5.1,4,21,94,3,2,0,0,0.2042,1606
2024,2024-05-19,Tanner Bibee,676440,R,CLE,MIN,True,7.0,8,26,95,4,1,1,1,0.2368,1685
2024,2024-05-25,Tanner Bibee,676440,R,CLE,LAA,False,6.0,6,25,91,6,1,3,1,0.2301,1930
2024,2024-05-31,Tanner Bibee,676440,R,CLE,WSH,True,6.1,7,24,89,3,1,1,0,0.22,2041
2024,2024-06-06,Tanner Bibee,676440,R,CLE,KC,True,5.0,7,24,94,6,1,2,0,0.1901,2294
2024,2024-06-12,Tanner Bibee,676440,R,CLE,CIN,False,5.1,11,21,102,4,1,4,2,0.246,2463
2024,2024-06-19,Tanner Bibee,676440,R,CLE,SEA,True,6.0,12,22,93,3,1,0,0,0.2749,2743
2024,2024-06-24,Tanner Bibee,676440,R,CLE,BAL,False,6.0,7,25,96,5,1,1,0,0.213,2944
2024,2024-06-29,Tanner Bibee,676440,R,CLE,KC,False,6.0,3,20,89,4,0,2,2,0.1914,3082
2024,2024-07-05,Tanner Bibee,676440,R,CLE,SF,True,4.2,6,23,99,6,2,4,0,0.2158,3337
2024,2024-07-10,Tanner Bibee,676440,R,CLE,DET,False,7.0,8,28,109,5,3,4,1,0.234,3410
2024,2024-07-19,Tanner Bibee,676440,R,CLE,SD,True,5.2,3,21,102,2,3,0,0,0.1792,3694
2024,2024-07-24,Tanner Bibee,676440,R,CLE,DET,True,5.0,4,17,67,2,1,1,1,0.2318,3796
2024,2024-07-29,Tanner Bibee,676440,R,CLE,DET,False,6.0,2,24,95,7,0,2,0,0.2347,3966
2024,2024-08-11,Tanner Bibee,676440,R,CLE,MIN,False,5.2,5,23,84,6,0,1,1,0.2104,4405
2024,2024-08-17,Tanner Bibee,676440,R,CLE,MIL,False,5.0,7,18,83,3,1,1,1,0.2301,4668
2024,2024-08-23,Tanner Bibee,676440,R,CLE,TEX,True,5.2,6,26,94,8,1,4,0,0.2092,4784
2024,2024-08-28,Tanner Bibee,676440,R,CLE,KC,True,5.0,6,25,99,8,2,5,3,0.1825,4936
2024,2024-09-03,Tanner Bibee,676440,R,CLE,KC,False,6.0,6,24,91,2,3,1,0,0.185,5145
2024,2024-09-08,Tanner Bibee,676440,R,CLE,LAD,False,5.0,4,21,94,4,3,2,1,0.2186,5463
2024,2024-09-13,Tanner Bibee,676440,R,CLE,TB,True,6.0,9,25,91,8,0,3,2,0.2453,5491
2024,2024-09-18,Tanner Bibee,676440,R,CLE,MIN,True,6.2,5,27,96,5,1,2,0,0.2153,5686
2024,2024-09-24,Tanner Bibee,676440,R,CLE,CIN,True,7.0,7,26,88,4,2,1,0,0.2463,5801
2025,2025-03-30,Tanner Bibee,676440,R,CLE,KC,False,5.2,2,20,84,2,2,0,0,0.1918,73
2025,2025-04-05,Tanner Bibee,676440,R,CLE,LAA,False,4.0,4,23,89,9,1,7,4,0.2397,267
2025,2025-04-11,Tanner Bibee,676440,R,CLE,KC,True,4.2,4,20,96,3,4,0,0,0.1987,473
2025,2025-04-17,Tanner Bibee,676440,R,CLE,BAL,False,5.2,5,24,99,5,4,6,3,0.2246,619
2025,2025-04-22,Tanner Bibee,676440,R,CLE,NYY,True,6.0,5,24,106,5,3,2,1,0.2477,880
2025,2025-04-29,Tanner Bibee,676440,R,CLE,MIN,True,7.0,5,25,92,5,0,1,1,0.2176,1071
2025,2025-05-04,Tanner Bibee,676440,R,CLE,TOR,False,5.0,3,23,86,5,2,2,0,0.194,1232
2025,2025-05-10,Tanner Bibee,676440,R,CLE,PHI,True,7.0,3,26,96,5,0,1,0,0.2048,1470
2025,2025-05-16,Tanner Bibee,676440,R,CLE,CIN,False,6.0,4,28,105,10,1,4,2,0.2362,1706
2025,2025-05-22,Tanner Bibee,676440,R,CLE,DET,False,7.0,8,25,96,3,1,0,0,0.2273,1914
2025,2025-05-27,Tanner Bibee,676440,R,CLE,LAD,True,5.0,7,23,95,7,3,4,1,0.2128,2091
2025,2025-06-03,Tanner Bibee,676440,R,CLE,NYY,False,6.1,6,26,107,4,2,3,2,0.2257,2268
2025,2025-06-08,Tanner Bibee,676440,R,CLE,HOU,True,6.1,6,24,88,5,0,2,0,0.2057,2368
2025,2025-06-14,Tanner Bibee,676440,R,CLE,SEA,False,5.0,3,23,104,4,3,2,0,0.2296,2631
2025,2025-06-20,Tanner Bibee,676440,R,CLE,ATH,False,8.0,10,35,105,11,0,5,1,0.2161,2925
2025,2025-06-26,Tanner Bibee,676440,R,CLE,TOR,True,6.0,7,24,96,3,0,2,0,0.1778,3004
2025,2025-07-02,Tanner Bibee,676440,R,CLE,CHC,False,4.0,5,22,96,6,4,5,0,0.2012,3291
2025,2025-07-07,Tanner Bibee,676440,R,CLE,HOU,False,4.2,3,19,86,4,1,4,2,0.2053,3370
2025,2025-07-12,Tanner Bibee,676440,R,CLE,CWS,False,5.2,5,22,91,6,2,2,0,0.233,3472
2025,2025-07-21,Tanner Bibee,676440,R,CLE,BAL,True,7.0,4,27,86,6,0,3,1,0.237,3621
2025,2025-07-26,Tanner Bibee,676440,R,CLE,KC,False,5.0,8,22,93,7,0,4,2,0.1863,3785
2025,2025-08-02,Tanner Bibee,676440,R,CLE,MIN,True,4.2,5,24,93,8,2,4,1,0.2213,4057
2025,2025-08-08,Tanner Bibee,676440,R,CLE,CWS,False,5.1,7,24,98,5,4,4,1,0.228,4241
2025,2025-08-14,Tanner Bibee,676440,R,CLE,MIA,True,5.2,5,26,102,5,4,2,0,0.2083,4542
2025,2025-08-19,Tanner Bibee,676440,R,CLE,AZ,False,5.2,5,25,92,7,1,4,1,0.2064,4840
2025,2025-08-25,Tanner Bibee,676440,R,CLE,TB,True,6.0,3,29,98,8,3,5,2,0.2292,4865
2025,2025-08-31,Tanner Bibee,676440,R,CLE,SEA,True,6.1,4,27,91,6,2,4,1,0.2341,5195
2025,2025-09-06,Tanner Bibee,676440,R,CLE,TB,False,6.2,3,24,92,5,1,2,1,0.228,5268
2025,2025-09-12,Tanner Bibee,676440,R,CLE,CWS,True,9.0,10,30,103,2,0,0,0,0.2247,5457
2025,2025-09-18,Tanner Bibee,676440,R,CLE,DET,False,6.0,8,24,100,4,2,1,0,0.2349,5727
2025,2025-09-24,Tanner Bibee,676440,R,CLE,DET,True,6.0,5,24,105,5,2,1,0,0.2376,5906
2026,2026-03-26,Tanner Bibee,676440,R,CLE,SEA,False,5.0,7,20,78,4,2,3,3,0.2332,0
2026,2026-03-31,Tanner Bibee,676440,R,CLE,LAD,False,4.0,4,18,74,4,2,1,0,0.1544,136
2026,2026-04-06,Tanner Bibee,676440,R,CLE,KC,True,4.2,3,20,87,5,1,1,0,0.2149,335
2026,2026-04-12,Tanner Bibee,676440,R,CLE,ATL,False,4.2,4,24,93,11,1,8,1,0.1982,570
2026,2026-04-17,Tanner Bibee,676440,R,CLE,BAL,True,6.0,5,25,96,4,3,0,0,0.2388,716
2026,2026-04-22,Tanner Bibee,676440,R,CLE,HOU,True,6.0,3,24,95,5,2,2,1,0.1937,986
2026,2026-04-28,Tanner Bibee,676440,R,CLE,TB,True,5.0,6,22,93,4,3,1,0,0.1857,1088
2026,2026-05-04,Tanner Bibee,676440,R,CLE,KC,False,4.0,4,19,77,5,2,4,1,0.2247,1286
2026,2026-05-09,Tanner Bibee,676440,R,CLE,MIN,True,6.0,9,22,98,1,2,1,1,0.2221,1499
2026,2026-05-15,Tanner Bibee,676440,R,CLE,CIN,True,6.2,2,28,96,7,2,3,0,0.2425,1670
2026,2026-05-20,Tanner Bibee,676440,R,CLE,DET,False,8.0,5,28,104,4,1,1,0,0.2276,1841
2026,2026-05-25,Tanner Bibee,676440,R,CLE,WSH,True,3.0,3,16,61,8,0,7,5,0.2157,2109
2026,2026-05-31,Tanner Bibee,676440,R,CLE,BOS,True,6.0,5,24,90,6,1,3,1,0.221,2154
2026,2026-06-06,Tanner Bibee,676440,R,CLE,TEX,False,8.0,3,27,87,3,2,0,0,0.2297,2347
2026,2026-06-12,Tanner Bibee,676440,R,CLE,DET,True,7.0,8,25,91,2,2,2,2,0.2263,2598
2026,2026-03-29,Tatsuya Imai,837227,R,HOU,LAA,True,2.2,4,15,74,3,4,4,0,0.264,125
2026,2026-04-04,Tatsuya Imai,837227,R,HOU,ATH,False,5.2,9,22,94,3,3,0,0,0.3175,252
2026,2026-04-10,Tatsuya Imai,837227,R,HOU,SEA,False,0.1,0,7,37,1,4,3,0,0.2759,482
2026,2026-05-12,Tatsuya Imai,837227,R,HOU,SEA,True,4.0,3,21,80,5,3,6,2,0.2445,1579
2026,2026-05-18,Tatsuya Imai,837227,R,HOU,MIN,False,4.2,5,18,74,5,0,3,2,0.2299,1792
2026,2026-05-25,Tatsuya Imai,837227,R,HOU,TEX,False,6.0,2,20,97,0,4,0,0,0.2328,1950
2026,2026-05-31,Tatsuya Imai,837227,R,HOU,MIL,True,6.0,5,23,110,3,2,2,1,0.2107,2112
2026,2026-06-06,Tatsuya Imai,837227,R,HOU,ATH,True,5.0,8,24,92,5,3,2,0,0.2205,2417
2026,2026-06-12,Tatsuya Imai,837227,R,HOU,KC,False,0.2,1,7,38,4,1,5,0,0.2141,2601
2024,2024-03-30,Zack Littell,641793,R,TB,TOR,True,6.0,6,22,92,4,2,0,0,0.1892,74
2024,2024-04-05,Zack Littell,641793,R,TB,COL,False,5.0,5,20,69,5,0,1,0,0.2451,253
2024,2024-04-10,Zack Littell,641793,R,TB,LAA,False,4.1,4,22,99,6,3,1,0,0.2343,414
2024,2024-04-17,Zack Littell,641793,R,TB,LAA,True,5.2,7,25,107,8,0,3,1,0.2359,657
2024,2024-04-22,Zack Littell,641793,R,TB,DET,True,6.0,7,27,86,9,0,5,2,0.2476,840
2024,2024-04-28,Zack Littell,641793,R,TB,CWS,False,6.0,6,25,97,8,0,2,0,0.2479,964
2024,2024-05-04,Zack Littell,641793,R,TB,NYM,True,6.0,7,23,87,6,0,1,0,0.1979,1223
2024,2024-05-11,Zack Littell,641793,R,TB,NYY,True,5.2,3,23,80,4,2,2,0,0.2057,1522
2024,2024-05-16,Zack Littell,641793,R,TB,BOS,False,5.0,3,25,91,7,1,4,1,0.2624,1639
2024,2024-05-21,Zack Littell,641793,R,TB,BOS,True,5.2,7,21,77,3,1,2,1,0.2555,1832
2024,2024-05-28,Zack Littell,641793,R,TB,ATH,True,7.0,9,28,95,6,1,3,1,0.26,2046
2024,2024-06-02,Zack Littell,641793,R,TB,BAL,False,6.0,2,29,93,11,1,3,1,0.2153,2113
2024,2024-06-09,Zack Littell,641793,R,TB,BAL,True,6.0,3,26,100,7,1,3,1,0.2146,2386
2024,2024-06-14,Zack Littell,641793,R,TB,ATL,False,2.0,2,16,59,8,1,6,2,0.2311,2479
2024,2024-06-20,Zack Littell,641793,R,TB,MIN,False,5.0,5,21,95,5,2,2,1,0.2178,2778
2024,2024-06-25,Zack Littell,641793,R,TB,SEA,True,5.0,6,19,72,4,1,2,1,0.2745,2965
2024,2024-07-02,Zack Littell,641793,R,TB,KC,False,5.0,4,18,68,4,0,0,0,0.1921,3150
2024,2024-07-07,Zack Littell,641793,R,TB,TEX,False,4.0,5,21,83,9,1,7,1,0.2061,3324
2024,2024-07-13,Zack Littell,641793,R,TB,CLE,True,6.0,3,28,87,6,2,1,1,0.1979,3461
2024,2024-07-22,Zack Littell,641793,R,TB,NYY,False,5.2,6,26,102,9,2,5,3,0.2102,3844
2024,2024-07-27,Zack Littell,641793,R,TB,CIN,True,7.0,5,25,96,3,1,0,0,0.2467,3790
2024,2024-08-03,Zack Littell,641793,R,TB,HOU,False,5.2,3,20,79,4,1,1,1,0.1875,4113
2024,2024-08-09,Zack Littell,641793,R,TB,BAL,True,5.0,5,23,90,7,1,1,1,0.2145,4433
2024,2024-08-14,Zack Littell,641793,R,TB,HOU,True,5.0,3,18,68,1,2,1,1,0.1887,4509
2024,2024-09-02,Zack Littell,641793,R,TB,MIN,True,4.0,2,22,78,7,4,4,1,0.2124,5150
2024,2024-09-08,Zack Littell,641793,R,TB,BAL,False,5.0,4,20,81,3,1,0,0,0.2168,5447
2024,2024-09-13,Zack Littell,641793,R,TB,CLE,False,6.0,5,20,89,2,0,0,0,0.1987,5435
2024,2024-09-19,Zack Littell,641793,R,TB,BOS,True,7.0,7,22,75,1,0,0,0,0.2541,5813
2024,2024-09-25,Zack Littell,641793,R,TB,DET,False,4.2,7,21,91,7,0,3,1,0.2423,5841
2025,2025-03-29,Zack Littell,641793,R,TB,COL,True,6.0,7,22,87,4,0,1,0,0.2683,0
2025,2025-04-04,Zack Littell,641793,R,TB,TEX,False,7.0,3,27,82,6,2,5,1,0.1872,235
2025,2025-04-10,Zack Littell,641793,R,TB,LAA,True,4.0,4,21,78,8,1,7,4,0.2204,422
2025,2025-04-16,Zack Littell,641793,R,TB,BOS,True,6.0,5,25,90,5,3,1,1,0.2571,739
2025,2025-04-22,Zack Littell,641793,R,TB,AZ,False,6.0,2,24,99,6,1,3,2,0.197,858
2025,2025-04-27,Zack Littell,641793,R,TB,SD,False,5.0,1,20,73,5,1,2,0,0.1864,987
2025,2025-05-03,Zack Littell,641793,R,TB,NYY,False,7.0,3,24,81,3,0,2,2,0.2408,1246
2025,2025-05-09,Zack Littell,641793,R,TB,MIL,True,6.0,5,25,90,6,1,2,0,0.2131,1422
2025,2025-05-15,Zack Littell,641793,R,TB,TOR,False,7.1,2,28,87,8,1,3,3,0.197,1594
2025,2025-05-20,Zack Littell,641793,R,TB,HOU,True,5.0,6,23,103,7,0,2,1,0.2055,1742
2025,2025-05-26,Zack Littell,641793,R,TB,MIN,True,6.1,4,21,72,3,0,1,0,0.2219,1920
2025,2025-05-31,Zack Littell,641793,R,TB,HOU,False,9.0,6,37,117,10,1,3,2,0.2044,2113
2025,2025-06-06,Zack Littell,641793,R,TB,MIA,True,6.0,4,23,72,6,0,1,1,0.2169,2268
2025,2025-06-11,Zack Littell,641793,R,TB,BOS,False,6.0,6,27,92,8,0,4,4,0.2375,2703
2025,2025-06-17,Zack Littell,641793,R,TB,BAL,True,6.0,3,25,91,7,0,3,1,0.2403,2613
2025,2025-06-22,Zack Littell,641793,R,TB,DET,True,5.0,5,19,69,4,0,1,0,0.2308,2955
2025,2025-06-28,Zack Littell,641793,R,TB,BAL,False,7.0,5,25,93,3,2,1,1,0.2385,2998
2025,2025-07-04,Zack Littell,641793,R,TB,MIN,False,6.0,5,23,83,4,2,1,1,0.2233,3233
2025,2025-07-09,Zack Littell,641793,R,TB,DET,False,5.2,4,24,87,6,2,3,0,0.2293,3524
2025,2025-07-19,Zack Littell,641793,R,TB,BAL,True,6.0,3,24,89,7,0,2,0,0.2365,3547
2025,2025-07-25,Zack Littell,641793,R,TB,CIN,False,6.0,2,29,97,10,0,5,2,0.2279,3865
2025,2025-07-30,Zack Littell,641793,R,TB,NYY,False,5.0,4,21,94,2,4,0,0,0.2275,4127
2025,2025-08-05,Zack Littell,641793,R,CIN,CHC,False,7.0,8,26,92,3,2,1,1,0.2032,4307
2025,2025-08-10,Zack Littell,641793,R,CIN,PIT,False,4.2,3,24,83,9,0,4,0,0.235,4366
2025,2025-08-16,Zack Littell,641793,R,CIN,MIL,True,6.0,3,24,87,4,1,1,0,0.2055,4638
2025,2025-08-22,Zack Littell,641793,R,CIN,AZ,False,3.0,3,17,77,4,3,3,1,0.2061,4911
2025,2025-08-29,Zack Littell,641793,R,CIN,STL,True,7.0,4,28,97,6,0,3,2,0.2105,5065
2025,2025-09-03,Zack Littell,641793,R,CIN,TOR,True,4.1,6,20,88,7,1,5,4,0.176,5331
2025,2025-09-09,Zack Littell,641793,R,CIN,SD,False,6.0,4,22,94,2,1,2,0,0.1884,5424
2025,2025-09-15,Zack Littell,641793,R,CIN,STL,False,5.2,3,22,86,5,0,4,0,0.2154,5627
2025,2025-09-20,Zack Littell,641793,R,CIN,CHC,True,5.0,4,19,73,3,1,2,2,0.206,5869
2025,2025-09-26,Zack Littell,641793,R,CIN,MIL,False,4.2,3,20,85,3,2,1,0,0.2024,6116
2026,2026-04-06,Zack Littell,641793,R,WSH,STL,True,5.0,6,22,70,4,3,1,0,0.2196,337
2026,2026-04-12,Zack Littell,641793,R,WSH,MIL,False,5.0,3,21,71,6,0,3,3,0.2247,543
2026,2026-04-17,Zack Littell,641793,R,WSH,SF,True,4.0,4,23,77,11,1,8,2,0.2115,676
2026,2026-04-22,Zack Littell,641793,R,WSH,ATL,True,6.0,1,28,96,7,2,6,4,0.1944,926
2026,2026-04-28,Zack Littell,641793,R,WSH,NYM,False,3.2,1,20,84,5,3,4,2,0.2162,1036
2026,2026-05-15,Zack Littell,641793,R,WSH,BAL,True,5.0,3,20,87,2,2,0,0,0.2453,1647
2026,2026-05-20,Zack Littell,641793,R,WSH,NYM,True,5.0,3,20,60,5,0,2,1,0.2066,1805
2026,2026-05-31,Zack Littell,641793,R,WSH,SD,True,6.0,5,24,84,5,2,2,0,0.2318,2079
2026,2026-06-06,Zack Littell,641793,R,WSH,AZ,False,5.0,4,19,64,2,1,1,0,0.2027,2334
2026,2026-06-12,Zack Littell,641793,R,WSH,SEA,True,1.2,0,10,56,4,1,5,1,0.2278,2651
